"diary_date","collector","debt_id","portfolio_id","action_type","action_detail","rpc","promise_type","promise_date","promise_amt"
"2023-02-01 10:38:27","Corrine","15073270.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 10:38:44","Tyeisha","15080564.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 10:38:59","Lydia","15087767.T","1753","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 10:39:03","Damian","15083507.T","1729","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 10:39:49","Tyeisha","15080686.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 10:39:49","Nicola","15078410.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 10:39:55","Damian","15083609.T","1729","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 10:39:56","Sarah","15075007.T","1718","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 10:40:16","Nicola","15078410.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 10:40:42","Rashida","15072126.T","1728",,,"","","","0.00"
"2023-02-01 10:40:59","Sarah","15077200.T","1718","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 10:41:06","Corrine","15071345.T","1717","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 10:41:13","Nicola","15058081.T","1719","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-01 10:41:31","Nicola","15058081.T","1719","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-01 10:42:00","Shanaz","6957614.T","1727","contact","P2PSP - Small payments via installment","","once","2023-02-06","300.00"
"2023-02-01 10:42:02","Tyeisha","15080919.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 10:42:21","Lydia","15089480.T","1753","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 10:42:36","Krishandai","6908792.T","103","contact","DMP -  Debtor Made Payment","RPC","","","0.00"
"2023-02-01 10:42:48","Rashida","15075244.T","1728",,,"","","","0.00"
"2023-02-01 10:42:50","Shanaz","6953304.T","1727","contact","DS -  Debt Settled ","","","","0.00"
"2023-02-01 10:43:40","Nicola","15049668.T","1719","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 10:44:07","Tyeisha","15081160.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 10:44:40","Lydia","15073178.T","1753","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 10:44:51","Shanaz","6971931.T","1727","attempt","USO - Automated Response - Unit Switched off","","","","0.00"
"2023-02-01 10:44:59","Sarah","15077422.T","1718","contact","P2PSP - Small payments via installment","","once","2023-02-28","400.00"
"2023-02-01 10:45:04","Tyeisha","15082650.T","1720","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-01 10:45:07","Greg","15092992.T","1754",,,"","","","0.00"
"2023-02-01 10:45:20","Rashida","15075247.T","1728",,,"","","","0.00"
"2023-02-01 10:46:05","Tyeisha","15083340.T","1720",,,"","","","0.00"
"2023-02-01 10:46:25","Damian","15083618.T","1729","attempt","DU - Answered - Debtor is unavailable","","","","0.00"
"2023-02-01 10:46:29","Rashida","15075315.T","1728",,,"","","","0.00"
"2023-02-01 10:47:14","Tyeisha","15083521.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 10:47:15","Nicola","15081838.T","1719","contact","PDP - Payment to be made - Direct Payment & Credit Advices","RPC","","","0.00"
"2023-02-01 10:47:23","Greg","15092999.T","1754",,,"","","","0.00"
"2023-02-01 10:47:33","Damian","15083622.T","1729","attempt","3RD - Answered - Message left with 3rd party","","","","0.00"
"2023-02-01 10:48:18","Nicola","15078379.T","1719","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 10:48:27","Brandi","15043462.T","1726",,,"","","","0.00"
"2023-02-01 10:48:42","Nicola","15078379.T","1719","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 10:49:13","Sarah","15077747.T","1718","contact","DDS - Debtor disputing debt - debt settled","","","","0.00"
"2023-02-01 10:49:15","Tyeisha","15085644.T","1720","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-01 10:50:04","Lydia","15074694.T","1753",,,"","","","0.00"
"2023-02-01 10:51:08","Nicola","15063872.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 10:51:18","Greg","15093000.T","1754",,,"","","","0.00"
"2023-02-01 10:51:20","Juliette","15076417.T","1751","contact","DUD - Debtor disputing debt- unaware of debt","RPC","","","0.00"
"2023-02-01 10:51:24","Rashida","15075461.T","1728",,,"","","","0.00"
"2023-02-01 10:51:48","Nicola","15067038.T","1719","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 10:52:22","Sarah","15078751.T","1718","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 10:52:23","Rashida","15075703.T","1728",,,"","","","0.00"
"2023-02-01 10:53:02","Greg","15093136.T","1754",,,"","","","0.00"
"2023-02-01 10:54:08","Tyeisha","15085719.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 10:54:31","Lydia","15066455.T","1753","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 10:55:21","Nicola","15066956.T","1719",,,"","","","0.00"
"2023-02-01 10:55:26","Sarah","15079301.T","1718","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 10:55:42","Tyeisha","15085836.T","1720","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-01 10:55:52","Brandi","15045238.T","1726","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 10:55:53","Vidia","15093893.T","127","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 10:55:55","Brandi","15074081.T","1726","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 10:56:08","Juliette","15076506.T","1751","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 10:56:20","Greg","15093154.T","1754",,,"","","","0.00"
"2023-02-01 10:56:34","Shanaz","6937951.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-01 10:56:36","Damian","15093028.T","1729","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 10:56:47","Damian","15074143.T","1729","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 10:56:59","Nicola","15076754.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 10:57:09","Shanaz","15062002.T","1727","contact","DSC - Debtor Settled on Compromise Offer","RPC","","","0.00"
"2023-02-01 10:57:16","Nicola","15076754.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 10:57:25","Greg","15093185.T","1754",,,"","","","0.00"
"2023-02-01 10:57:28","Tyeisha","15085844.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 10:57:38","Lydia","6947006.T","1753",,,"","","","0.00"
"2023-02-01 10:58:17","Greg","15093200.T","1754",,,"","","","0.00"
"2023-02-01 10:58:18","Nicola","15064341.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 10:58:22","Sarah","15079576.T","1718","contact","DRIC - Debtor Incoming/Return Call","","","","0.00"
"2023-02-01 10:58:27","Tyeisha","15085923.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 10:58:35","Juliette","15076725.T","1751","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 10:58:41","Greg","15093214.T","1754",,,"","","","0.00"
"2023-02-01 10:59:06","Brandi","15050421.T","1726","attempt","3RD - Answered - Message left with 3rd party","","","","0.00"
"2023-02-01 10:59:13","Greg","15093215.T","1754",,,"","","","0.00"
"2023-02-01 10:59:46","Shanaz","6974417.T","1727","contact","P2PSP - Small payments via installment","","once","2023-02-06","500.00"
"2023-02-01 10:59:46","Nicola","15074159.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 11:00:00","Greg","15093218.T","1754",,,"","","","0.00"
"2023-02-01 11:00:06","Nicola","15074159.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 11:00:17","Rashida","15075768.T","1728",,,"","","","0.00"
"2023-02-01 11:00:19","Juliette","15077233.T","1751","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 11:00:30","Greg","15093225.T","1754",,,"","","","0.00"
"2023-02-01 11:00:34","Sarah","15080160.T","1718","attempt","3RD - Answered - Message left with 3rd party","","","","0.00"
"2023-02-01 11:01:11","Tyeisha","15086682.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:01:15","Greg","15093241.T","1754",,,"","","","0.00"
"2023-02-01 11:01:17","Nicola","15058833.T","1719","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 11:01:28","Nicola","15061434.T","1719","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 11:01:54","Tyeisha","15087076.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:02:03","Sarah","15045450.T","1718",,,"","","","0.00"
"2023-02-01 11:02:43","Tyeisha","15087993.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:02:45","Nicola","15070032.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 11:02:55","Brandi","15050422.T","1726","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:02:55","Shanaz","6936101.T","1727","contact","P2PSP - Small payments via installment","","once","2023-02-02","300.00"
"2023-02-01 11:02:57","Lydia","15085953.T","1753","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:03:26","Vidia","6889845.T","127","correspondence","CBL - Credit Bureau Letter","","","","0.00"
"2023-02-01 11:03:52","Nicola","15078613.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 11:04:03","Sarah","15080350.T","1718","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 11:04:30","Nicola","15048357.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 11:04:56","Shanaz","15063476.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-01 11:06:09","Juliette","15077273.T","1751","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 11:06:22","Nicola","15061627.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 11:06:24","Krishandai","15076025.T","103","contact","DMP -  Debtor Made Payment","RPC","","","0.00"
"2023-02-01 11:06:32","Sarah","15085177.T","1718",,,"","","","0.00"
"2023-02-01 11:07:29","Sarah","15086066.T","1718",,,"","","","0.00"
"2023-02-01 11:08:31","Brandi","15050423.T","1726","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:08:40","Sarah","15086573.T","1718","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 11:08:43","Lydia","15089068.T","1753",,,"","","","0.00"
"2023-02-01 11:10:05","Tyeisha","15088530.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:10:55","Tyeisha","15090363.T","1720",,,"","","","0.00"
"2023-02-01 11:11:00","Krishandai","15066363.T","103","contact","DMP -  Debtor Made Payment","RPC","","","0.00"
"2023-02-01 11:11:13","Sarah","15086677.T","1718","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:11:28","Sarah","15086771.T","1718",,,"","","","0.00"
"2023-02-01 11:11:37","Vidia","6907633.T","127",,,"","","","0.00"
"2023-02-01 11:11:51","Vidia","6914085.T","127",,,"","","","0.00"
"2023-02-01 11:12:19","Tyeisha","15090393.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:12:36","Sarah","15088968.T","1718","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 11:13:14","Tyeisha","15091128.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:13:15","Greg","15093288.T","1754",,,"","","","0.00"
"2023-02-01 11:13:37","Lydia","15050872.T","1753",,,"","","","0.00"
"2023-02-01 11:14:18","Nicola","15072516.T","1719","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 11:14:48","Nicola","15061700.T","1719","contact","PDP - Payment to be made - Direct Payment & Credit Advices","RPC","","","0.00"
"2023-02-01 11:14:49","Juliette","15077394.T","1751","contact","DUD - Debtor disputing debt- unaware of debt","RPC","","","0.00"
"2023-02-01 11:14:51","Sarah","15088981.T","1718","attempt","WR - Answered - wrong number","","","","0.00"
"2023-02-01 11:15:27","Greg","6921534.T","1754",,,"","","","0.00"
"2023-02-01 11:15:40","Juliette","15077430.T","1751","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:15:41","Vidia","6907742.T","127","correspondence","FWL - Final warning letter issued","","","","0.00"
"2023-02-01 11:15:48","Sarah","15089190.T","1718","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:16:00","Corrine","15073825.T","1717","contact","COA - Compromise Offer Accepted","RPC","once","2023-03-01","0.00"
"2023-02-01 11:16:23","Vidia","6912682.T","127",,,"","","","0.00"
"2023-02-01 11:16:43","Tyeisha","15092049.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:16:47","Vidia","6917383.T","127",,,"","","","0.00"
"2023-02-01 11:16:52","Nicola","15072813.T","1719","contact","IM - Incoming Message","","","","0.00"
"2023-02-01 11:16:58","Vidia","6927518.T","127",,,"","","","0.00"
"2023-02-01 11:18:24","Sarah","15089352.T","1718","contact","NPU - Debtor unable to make payment - unemployed","","","","0.00"
"2023-02-01 11:18:29","Greg","15093296.T","1754",,,"","","","0.00"
"2023-02-01 11:18:32","Brandi","15050434.T","1726","attempt","ACB - Automated Response - All circuits busy","","","","0.00"
"2023-02-01 11:19:38","Tyeisha","15092060.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:19:40","Sarah","15089548.T","1718","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:20:28","Tyeisha","15092132.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:20:55","Sarah","15089569.T","1718","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:21:03","Vidia","6916134.T","127",,,"","","","0.00"
"2023-02-01 11:21:33","Tyeisha","15092149.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:21:56","Sarah","15089605.T","1718","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:22:31","Sarah","15089715.T","1718",,,"","","","0.00"
"2023-02-01 11:22:46","Vidia","6951533.T","127","correspondence","FWL - Final warning letter issued","","","","0.00"
"2023-02-01 11:23:38","Sarah","15089896.T","1718","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 11:23:53","Tyeisha","15092266.T","1720","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-01 11:24:25","Sarah","15089927.T","1718","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-01 11:25:02","Sarah","15089944.T","1718","attempt","ICR - Automated Response - Incoming calls restricted","","","","0.00"
"2023-02-01 11:25:24","Tyeisha","15092285.T","1720","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-01 11:25:25","Lydia","15084796.T","1753","contact","NPF - Debtor unable to make payment - No Funds","","","","0.00"
"2023-02-01 11:26:06","Vidia","15059349.T","127","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 11:26:16","Shanaz","6952655.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-01 11:26:40","Leona","15077455.T","32","contact","P2PR - Debtor on course for Payment","RPC","","","0.00"
"2023-02-01 11:26:44","Juliette","15077563.T","1751","attempt","3RD - Answered - Message left with 3rd party","","","","0.00"
"2023-02-01 11:27:13","Brandi","15050433.T","1726","contact","NPU - Debtor unable to make payment - unemployed","","","","0.00"
"2023-02-01 11:27:24","Sarah","15090023.T","1718","contact","DRIC - Debtor Incoming/Return Call","","","","0.00"
"2023-02-01 11:27:44","Tyeisha","15092301.T","1720","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-01 11:28:33","Nicola","15078666.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 11:28:55","Krishandai","15070769.T","103","contact","DDS - Debtor disputing debt - debt settled","","","","0.00"
"2023-02-01 11:29:17","Shanaz","6969611.T","1727","contact","DMP -  Debtor Made Payment","RPC","","","0.00"
"2023-02-01 11:29:50","Tyeisha","15092348.T","1720","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-01 11:29:53","Juliette","15077624.T","1751","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:30:01","Nicola","15060432.T","1719","contact","IM - Incoming Message","","","","0.00"
"2023-02-01 11:30:01","Greg","15093313.T","1754",,,"","","","0.00"
"2023-02-01 11:30:08","Lydia","15076151.T","1753","contact","DMP -  Debtor Made Payment","RPC","","","0.00"
"2023-02-01 11:30:20","Nicola","15072911.T","1719","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 11:30:39","Brandi","15050432.T","1726","attempt","3RD - Answered - Message left with 3rd party","","","","0.00"
"2023-02-01 11:30:53","Sarah","15047516.T","1718","attempt","3RD - Answered - Message left with 3rd party","","","","0.00"
"2023-02-01 11:30:57","Sarah","15090352.T","1718","attempt","3RD - Answered - Message left with 3rd party","","","","0.00"
"2023-02-01 11:31:03","Juliette","15077659.T","1751","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 11:31:39","Greg","15093315.T","1754",,,"","","","0.00"
"2023-02-01 11:31:41","Juliette","15077684.T","1751","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:31:50","Sarah","15090433.T","1718","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:31:59","Brandi","15050431.T","1726","attempt","WR - Answered - wrong number","","","","0.00"
"2023-02-01 11:32:12","Greg","15093322.T","1754",,,"","","","0.00"
"2023-02-01 11:32:52","Juliette","15077714.T","1751","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 11:33:26","Sarah","15090640.T","1718","attempt","3RD - Answered - Message left with 3rd party","","","","0.00"
"2023-02-01 11:33:36","Tyeisha","15092502.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:34:13","Greg","15093324.T","1754",,,"","","","0.00"
"2023-02-01 11:34:37","Lydia","6962992.T","1753","attempt","DU - Answered - Debtor is unavailable","","","","0.00"
"2023-02-01 11:35:53","Nicola","15078430.T","1719","contact","NPF - Debtor unable to make payment - No Funds","","","","0.00"
"2023-02-01 11:36:30","Tyeisha","15092901.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:37:18","Juliette","15077744.T","1751","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:37:49","Leona","15067013.T","106","contact","P2PSP - Small payments via installment","","monthly","2023-02-01","0.00"
"2023-02-01 11:39:04","Shanaz","6973972.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-01 11:39:15","Juliette","15077748.T","1751","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:39:19","Tyeisha","15093455.T","1720",,,"","","","0.00"
"2023-02-01 11:39:43","Nicola","15064377.T","1719","contact","NPF - Debtor unable to make payment - No Funds","","","","0.00"
"2023-02-01 11:40:00","Tyeisha","15093470.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:40:03","Leona","6941968.T","106","contact","DDS - Debtor disputing debt - debt settled","","","","0.00"
"2023-02-01 11:40:06","Shanaz","6969614.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-01 11:40:33","Nicola","15078048.T","1719","contact","DS -  Debt Settled ","","","","0.00"
"2023-02-01 11:40:37","Juliette","15078062.T","1751","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:41:12","Tyeisha","15093476.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:41:45","Brandi","15041480.T","217","correspondence","DL - Demand Letter issued","","","","0.00"
"2023-02-01 11:41:53","Lydia","15093773.T","1753","contact","DMP -  Debtor Made Payment","RPC","","","0.00"
"2023-02-01 11:42:11","Tyeisha","15093481.T","1720","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-01 11:42:30","Nicola","6885421.T","1719",,,"","","","0.00"
"2023-02-01 11:42:42","Leona","6905663.T","106","contact","P2PF - 30 Full Settlement - Within 30 days","RPC","once","2023-02-02","0.00"
"2023-02-01 11:43:16","Tyeisha","15093533.T","1720",,,"","","","0.00"
"2023-02-01 11:43:20","Brandi","15041480.T","217",,,"","","","0.00"
"2023-02-01 11:43:38","Lydia","15091231.T","1753","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 11:44:15","Krishandai","15070472.T","103","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 11:44:23","Tyeisha","15093551.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:45:01","Nicola","15045378.T","1719","contact","DRIC - Debtor Incoming/Return Call","","","","0.00"
"2023-02-01 11:45:01","Leona","6903464.T","106","contact","P2PF - 30 Full Settlement - Within 30 days","RPC","once","2023-02-02","0.00"
"2023-02-01 11:45:06","Tyeisha","15093640.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:45:16","Juliette","15078946.T","1751","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:45:20","Greg","15093342.T","1754",,,"","","","0.00"
"2023-02-01 11:45:40","Corrine","15061414.T","1717","contact","P2PSP - Small payments via installment","","monthly","2023-02-03","500.00"
"2023-02-01 11:46:13","Juliette","15079149.T","1751","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:46:19","Vidia","15078626.T","127",,,"","","","0.00"
"2023-02-01 11:46:36","Tyeisha","15093648.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:46:40","Vidia","6746869.T","127",,,"","","","0.00"
"2023-02-01 11:47:22","Shanaz","15046660.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
"2023-02-01 11:47:25","Nicola","6885442.T","1719",,,"","","","0.00"
"2023-02-01 11:47:31","Tyeisha","15093659.T","1720","correspondence","FWL - Final warning letter issued","","","","0.00"
"2023-02-01 11:48:39","Vidia","6899939.T","127",,,"","","","0.00"
"2023-02-01 11:49:10","Brandi","15050428.T","1726","contact","DUD - Debtor disputing debt- unaware of debt","RPC","","","0.00"
"2023-02-01 11:49:17","Nicola","6904339.T","1719",,,"","","","0.00"
"2023-02-01 11:49:29","Krishandai","15069215.T","103","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 11:49:29","Nicola","6904339.T","1719",,,"","","","0.00"
"2023-02-01 11:50:09","Corrine","15063391.T","1717","contact","DMP -  Debtor Made Payment","RPC","","","0.00"
"2023-02-01 11:50:23","Nicola","6929427.T","1719",,,"","","","0.00"
"2023-02-01 11:50:38","Lydia","15093538.T","1753","correspondence","CBL - Credit Bureau Letter","","","","0.00"
"2023-02-01 11:51:54","Brandi","15050427.T","1726","attempt","ACB - Automated Response - All circuits busy","","","","0.00"
"2023-02-01 11:53:03","Brandi","15050425.T","1726","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 11:53:04","Vidia","6916792.T","127","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 11:53:44","Lydia","6954257.T","1753","correspondence","CBL - Credit Bureau Letter","","","","0.00"
"2023-02-01 11:54:44","Krishandai","15069249.T","103","attempt","WR - Answered - wrong number","","","","0.00"
"2023-02-01 11:55:04","Krishandai","15069254.T","103","attempt","WR - Answered - wrong number","","","","0.00"
"2023-02-01 11:55:14","Lydia","15077089.T","1753",,,"","","","0.00"
"2023-02-01 11:57:29","Greg","15093413.T","1754","contact","P2PSP - Small payments via installment","","once","2023-02-03","800.00"
"2023-02-01 11:58:49","Greg","15093415.T","1754",,,"","","","0.00"
"2023-02-01 12:00:24","Vidia","6929389.T","127",,,"","","","0.00"
"2023-02-01 12:01:13","Greg","15093436.T","1754","contact","NPMB - Debtor unable to make payment - medical bills","","","","0.00"
"2023-02-01 12:02:12","Vidia","6937619.T","127","attempt","NAVL - No answer - Voicemail Left","","","","0.00"
"2023-02-01 12:03:10","Tyeisha","6973997.T","1720","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 12:04:40","Vidia","6938532.T","127",,,"","","","0.00"
"2023-02-01 12:07:16","Krishandai","15092055.T","103","attempt","DU - Answered - Debtor is unavailable","","","","0.00"
"2023-02-01 12:11:18","Krishandai","15069534.T","103","contact","DMP -  Debtor Made Payment","RPC","","","0.00"
"2023-02-01 12:11:20","Vidia","6973763.T","1718","contact","DMP -  Debtor Made Payment","RPC","","","0.00"
"2023-02-01 12:12:40","Shanaz","15045150.T","1727","contact","DS -  Debt Settled ","","","","0.00"
"2023-02-01 12:12:53","Vidia","6948957.T","127","correspondence","FWL - Final warning letter issued","","","","0.00"
"2023-02-01 12:13:12","Vidia","6954325.T","127","correspondence","FWL - Final warning letter issued","","","","0.00"
"2023-02-01 12:13:31","Shanaz","15045070.T","1727","contact","DS -  Debt Settled ","","","","0.00"
"2023-02-01 12:14:15","Shanaz","6974392.T","1727","contact","DS -  Debt Settled ","","","","0.00"
"2023-02-01 12:15:43","Shanaz","6970285.T","1727","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 12:15:58","Leona","6884708.T","106","contact","P2PR - Debtor on course for Payment","RPC","","","0.00"
"2023-02-01 12:17:33","Shanaz","15043674.T","1727","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 12:18:16","Vidia","15068146.T","1719","contact","DMP -  Debtor Made Payment","RPC","","","0.00"
"2023-02-01 12:19:22","Vidia","6952668.T","127",,,"","","","0.00"
"2023-02-01 12:21:49","Krishandai","15069252.T","103","contact","NPU - Debtor unable to make payment - unemployed","","","","0.00"
"2023-02-01 12:22:55","Leona","6916172.T","106","contact","P2PR - Debtor on course for Payment","RPC","","","0.00"
"2023-02-01 12:25:37","Vidia","15056295.T","296","contact","DMP -  Debtor Made Payment","RPC","","","0.00"
"2023-02-01 12:25:55","Krishandai","15074352.T","103","attempt","3RD - Answered - Message left with 3rd party","","","","0.00"
"2023-02-01 12:25:57","Greg","6961684.T","1754",,,"","","","0.00"
"2023-02-01 12:25:58","Vidia","6957571.T","127",,,"","","","0.00"
"2023-02-01 12:26:10","Leona","6960153.T","106","attempt","NANV - No answer - No option for voicemail","","","","0.00"
"2023-02-01 12:26:11","Greg","15093437.T","1754",,,"","","","0.00"
"2023-02-01 12:26:34","Greg","15093444.T","1754",,,"","","","0.00"
"2023-02-01 12:27:04","Vidia","6968914.T","127",,,"","","","0.00"
"2023-02-01 12:28:37","Shanaz","15042421.T","1727","attempt","OOS - Automated Response - Out of service","","","","0.00"
"2023-02-01 12:29:31","Shanaz","6973079.T","1727","attempt","NAUC - No answer - Call unable to connect","","","","0.00"
